Id,CommandID (Info),OmoteBodyJp,OmoteBodyEn,OmoteBodyCn,OtomeBodyKo,OmoteBodyTw,OmoteImageId,BuzzPowerFav,BuzzPowerRT,UraBodyJp,UraBodyEn,UraBodyCn,UraBodyKo,UraBodyTw,UraImageId,isNight,isDay
Tweet099,Odekake_hikarigaoka (Hikarigaoka Park),"公園歩いてきたよ～　
超てんちゃん引きこもりだから、こんなに明るくて広いところ久々で新鮮だった　
歩き続けてあしが大根になっちゃったからマッサージしてくれる人ぼしゅう！🙋","Went to a park for a walk today!

I'm usually holed up at home all the time, so this was a nice change of pace. My legs are super swollen after all that walking though... Anyone want to give me a massage?🙋","去公园散步了～
超天酱平时都宅在家里，好久没到这么明亮宽阔的地方来了，好新鲜哦。
不过走得太久，两条腿都走肿了～有没有擅长按摩的人呀～🙋",공원에서 산책하고 왔어~ 늘 집에만 있다가 오랜만에 이렇게 밝고 넓은 곳에 나오니 정말 새로웠어. 걷느라 지친 다리를 주물러 줄 사람 여기 붙어라~!🙋,"去公園散步了～
 超天醬平時都宅在家裡，好久沒到這麼陽光的地方來了！
不過走得太久，兩條腿好痠！有沒有會按摩的人呀～🙋",,75,50,ピと歩いてきたけど池袋の公園と違って治安良すぎてワロタ　へんなはっぱ売ってる人とか間違っても存在しないんだろうな,the difference between hikarigaoka and the parks in ikebukuro is astounding lmfao wont see shady weed dealers in hikarigaoka,和阿P去散步了，笑死，跟池袋一比光丘的治安简直不要太好。天塌下来都不会有人在这卖奇怪的叶子吧,"P랑 같이 산책했는데, 이케부쿠로 공원과 달리 치안이 정말 좋아서 어이상실ㅋ 안 보이는 데서 수상한 약초를 파는 사람도 없었고 말야",和阿P去散步了，笑死，跟池袋公園一比，光之丘公園的治安簡直太好。天塌下來都不會有人在這裡賣奇怪的藥吧,,FALSE,TRUE
Tweet100,Odekake_ichigaya (Ichigaya),N/A,N/A,N/A,,N/A,N/A,0,0,おそ〇さんでもでてきた釣り堀でピと釣りデート　たまにはのんびり太公望みたいな時間を過ごすのも悪くなかったな　あめちゃん下手っぴすぎて全く釣れなかったけど　オタク釣るのは得意なのにね🥺,"went on a date with p-chan at the fishing hole that was in onomatsu-san! i think jiang ziya was onto something... taking the time to chill and fish is kinda nice once in a while
i suck at fishing though so i didnt catch anything... 🥺 at least im good at reeling in male nerds lol","去某六胞胎里出现过的钓场跟阿P垂钓约会
偶尔悠闲一下在水边呆坐也挺不错
只不过糖糖太菜了一条都没钓到
明明钓阿宅很得心应手的说🥺",오소〇츠 씨에 나올 법한 낚시터에서 P랑 같이 낚시 데이트를 했어. 가끔은 강태공처럼 느긋하게 시간을 보내는 것도 나쁘진 않겠더라. 난 낚시는 영 꽝이라 한 마리도 낚진 못했지만 씹덕 낚는 실력은 수준급이라구🥺,"去了某節目裡出現過的釣場跟阿P垂釣約會
偶爾悠閒一下，在水邊呆坐也挺不錯
只不過糖糖太菜了，一條都沒釣到
明明釣阿宅很得心應手的說🥺",,FALSE,FALSE
Tweet101,Odekake_jinbocho (Jinbocho),"一人で神保町回ってきたよ🎶　
いろいろみたけど結局ふつうに新品のマンガいっぱい買うだけで終わっちゃった🥺ｗ",Spent the day at Jinbocho by myself🎶 Saw a lot of stuff that I wanted but in the end I just picked up some new manga and went home haha. So much for going to the one place known for its used bookstores!,"一个人去逛神保町啦🎶 
到处都转了转，结果最后只买了几本新出的漫画就回去了🥺w",진보초 거리를 혼자 걸었어🎶 여러 가지를 구경했지만 결국 평범하게 만화책 신간을 잔뜩 구입하는 결말이 되었지 뭐야ㅋ🥺,"一個人去神保町啦🎶 
 到處都逛逛了，結果只買了很普通的幾本新漫畫就回去了🥺w",,70,60,神保町、R.〇.Dでみたまんまですごかった　ピと一緒に古本屋いっぱい回った　今は普通じゃ売れないロリ系の写真とかあってビックリしちゃったな,jinbocho was just like what i saw in ROD! p-chan and i went to a bunch of used bookstores there. some of them were selling some pretty sus kiddie stuff though wtf,神保町真的像R.O.D.里演的一样好厉害 跟阿P一起逛了好几家旧书店 这里居然还能买到萝莉写真集 这种现在都不能卖了,진보초의 첫인상은 R.〇.D에서 봤던 모습 그대로 대단한 곳이었어. P랑 함께 옛 서점 곳곳을 돌아다녔지. 지금은 쉽게 볼 수 없는 로리콘 계열 사진 등이 있어서 깜짝 놀랐어,神保町真的太猛了！跟阿P一起逛了好幾家舊書店，這裡居然還能買到蘿莉寫真集，現在幾乎都不能賣了說,,FALSE,FALSE
Tweet102,Odekake_jouji (Kichijoji),N/A,N/A,N/A,,N/A,N/A,0,0,ピと吉祥寺で良いお茶飲んできた　お茶ってどれも同じだと思ってたけど良いお茶って全然違うね～～　そりゃ劉備も母親に飲ませたくて追い求めるわけだ,went to have tea with p-chan at kichijoji! ive always thought that all tea is the same but you can really taste the difference with good leaves :O no wonder liu bei was so desperate to get his mother some good tea,跟阿P去吉祥寺喝了很好的茶 我一直以为茶都一个味道，原来好茶真的不一样～～现在我能理解刘备为了让母亲喝好茶而卖刀的心情了,P와 키치조지에서 고급 차를 마시고 왔어. 차라는 게 거기서 거기라 생각했는데 좋은 차는 다르긴 다르네~ 유비가 자기 어머니에게 좋은 차를 구해주려던 심정이 이해가 가,跟阿P去吉祥寺喝了很好的茶 我一直以為茶都同樣味道，原來好茶真的不一樣耶～～現在我能理解劉備為了讓母親喝好茶而賣刀的心情了,,FALSE,FALSE
Tweet103,Odekake_nakano (Nakano),"きょうは中野でかわいいぬいぐるみさん買ってきたよ！　
みてみて、わたしの顔面のつぎに強い顔面😇✨","Bought a lot of cute stuffed toys at Nakano today! Who's cuter, me or my new friend? 😇✨","今天去中野买了很多可爱的娃娃哦！

快看，这些略逊于我的高颜值娃娃！😇✨","오늘은 나카노에서 예쁜 인형을 사 왔어! 짜잔, 내 얼굴 다음으로 젤 예쁜 얼굴😇✨","今天去中野買了很多可愛的娃娃喔！

 快看，這些略遜於我的高顏值娃娃！😇✨",,80,80,わざわざ中野行ってまで、ぬいぐるみだけ買って帰るなんてありえないんだよな。普通に寝取られモノの同人誌いっぱい買ったわ,went shopping at nakano with my little p-chan and bought heaps of bl that ive had my eye on for a while,今天跟阿P去逛中野了。买了好多早就盯上的BL本,일부러 나카노까지 왔는데 인형만 사고 돌아가다니 말도 안 돼. 평소대로 NTR계 동인지를 잔뜩 질렀지,今天跟阿P去逛中野。買了好多早就想買的重口味BL本,,FALSE,FALSE
Tweet104,Odekake_nakano (Nakano),"今日はゲームセンターでいっぱいゲームした！　
やっぱり自分好みの女の子が作れるアーケードゲームっていいよね……。
超てんちゃんもこれくらい簡単に髪色とか髪型変えれたらなぁ。。",Spent the whole day at the arcade today! I love the cabinets where you can customize your own character because I can make my own cute girl that caters to my taste... I wish changing my hair was as easy IRL...,"今天去机厅打了好久的机！
那种能按照自己喜好培养妹子的街机游戏，真的好好玩哦……
超天酱要是也能像她们那样一键换发色或者发型就好啦。。",오늘은 오락실에서 게임을 하며 보냈어! 역시 내 취향에 맞는 캐릭터를 꾸밀 수 있는 아케이드 게임이 최고야... 나도 저렇게 쉽고 간편하게 머리색이나 머리 모양을 바꾸고 싶어...,"今天去電子遊樂場打了好多遊戲！
最喜歡那種能依自己喜好培養角色的遊戲，真的好好玩喔……
超天醬要是也能那麼容易就換髮色或是髮型的話，那該多好啊！!",,75,55,4階で格ゲーしまくったわ。一生餓狼M〇Wだけやって暮らしたい😇,spent the whole day playing fighting games at the arcade😇 i wish i could just play garou mow for the rest of my life,哇真的在4楼打了一天的格斗。让我打一辈子饿ｘMOW都行😇,4층에서 격투게임만 줄창 했지. 평생 아랑〇설 M〇W만 하며 살고 싶어😇,哇，真的在4樓打了一天的格鬥遊戲。我可以打一輩子的餓狼傳說😇,,FALSE,FALSE
Tweet106,Odekake_sibuya (Shibuya),"渋谷回っていろんなお洋服見て回っちゃった！　
今日買った服はね～～～～～　コレ！🎉　
どう？　似合ってるかな？？？",Went clothes shopping at Shibuya today! Here's what I bought~🎉 How do I look???,"去涩谷逛了好多漂亮的衣服！
今天买的是～～～～～这件！🎉 
怎么样？我穿好看吗？？？",시부야에 있는 여러 옷가게를 돌아다녔어! 오늘 산 옷은~ 이거야!🎉 어때? 잘 어울려?,"去澀谷逛街看到好多漂亮衣服！
今天買的是～～～～～這件！🎉 
 怎麼樣？好看嗎？？？",,90,80,わたし服買うの時間かかりすぎて2.3着なので4時間かかっちゃった。ピずっと隣でまたしてたのに一着も買ってないｗ　でもかわいいあめちゃんの一日を独占できたんだからトントンだよね🙆 ,why does clothes shopping take so much time i spent four hours trying on two or three outfits... i made p-chan wait for me the whole time and didnt even end up buying anything😂 but on the bright side p-chan got to spend time with the cutest girl in the world (me) so its fine🙆,"我买衣服真的太花时间了，试个两三件就耗了4个钟头。阿P就一直在旁边等，结果自己一件都没买w
但是可以独占可爱的糖糖一整天 也算有失必有得吧🙆","옷 사는 데 시간 엄청 걸려서 2~3벌 사는데 4시간이나 걸렸어. P도 옆에서 계속 기다렸는데, 한 벌도 안사지 뭐야ㅋㅋㅋ 하지만 귀여운 나와의 하루를 독차지했으니까 쌤쌤이지🙆","我買衣服真的太花時間了，試個兩三件就耗掉4個鐘頭。阿P一直在旁邊等，結果一件都沒買w
但是可以獨佔可愛的糖糖一整天，也算有失必有得吧🙆",,FALSE,FALSE
Tweet107,Odekake_sibuya (Shibuya),N/A,N/A,N/A,,N/A,N/A,0,0,道玄坂デートって要は良いホテルに入りに行くだけだよね,the only thing dogenzakas good for is their love hotels lmao,去道玄坂约会，主要就是去挑家好的酒店开房吧？,도겐자카에서의 데이트란 좋은 호텔서 보내는 게 시작이자 끝이지,去道玄坂約會，重點通常只是挑家好的旅館開房呢,,FALSE,FALSE
Tweet108,Odekake_sibuya (Shibuya),N/A,N/A,N/A,,N/A,N/A,0,0,渋谷にピとシーシャ吸ってきたわ。あんまりケムリなれてないからゴホゴホしちゃうけど、たまにはこういうのも落ち着くからいいよね。フレーバーはチョコミントにした！,went to smoke shisha with p-chan in shibuya. i wasnt used to all the smoke so i kept choking on it but i still had a good time! you could pick your own flavor so i went with mint chocolate!,跟阿P去涩谷体验水烟了。我抽不习惯，咳了好久。不过感觉很平静，偶尔体验一下这种也不错。口味选了巧克力薄荷味的！,"P랑 시부야에서 물담배 피우고 왔어. 연기 뿜는 게 익숙지 않아서 자주 콜록거렸지만, 마음이 편해지니 가끔은 이런것도 괜찮겠다 싶더라. 향은 민초로 골랐어!",跟阿P去澀谷體驗水煙。我抽不習慣，咳了好久。不過偶爾體驗一下這種平靜感也不錯。口味選的是薄荷巧克力味！,,FALSE,FALSE
Tweet109,Odekake_sibuya (Shibuya),"渋谷といえばスクランブル交差点だよね！　
ツ〇ヤとか色々と見てきたよ～　
いつかこの交差点とかハチ公とか使った企画やってみたいな～～～～🐕","Gotta go to the Scramble Crossing when you go to Shibuya! Visited Tsudaya and stuff as well~

Maybe I should do something in the future with the Scramble and Hachiko~🐕",涩谷的象征就是那个十字路口对吧！逛了TSUTAYA和许多地方～以后想用八公像或者十字路口搞个企划看看～～～～🐕,시부야하면 역시 스크램블 교차로지! 츠〇야랑 여기저기 보고 왔어~ 언젠가 이 교차로나 하치코 동상 같은 걸로 기획 방송을 해 보고 싶어~🐕,澀谷的象徵就是那個十字路口對吧！逛了TSUTAYA和許多地方～以後想用八公像或者十字路口弄個企劃看看～～～～🐕,,60,40,渋谷の交差点って龍〇のOPおもいだすよね,every time i see the scramble crossing i think of the ryuki op,看到涩谷的十字路口就会想到龙骑的OP,시부야 교차로 하면 류〇키 오프닝이 생각나,看到澀谷的十字路口就會想到龍騎的片頭,N/A,FALSE,FALSE
Tweet110,Odekake_simokita (Shimokitazawa),N/A,N/A,N/A,,N/A,N/A,0,0,下北沢とかいうサブカル女子御用達スポット,shimokitazawa brings all the alt fashion girls to the yard,下北泽简直就是亚逼女孩必去的胜地,시모키타자와는 서브컬처계 여성이라면 자주 애용하는 곳이지,下北澤簡直是喜歡次文化女孩必去的勝地,,FALSE,FALSE
Tweet111,Odekake_simokita (Shimokitazawa),"下北沢でライブみてきたよ～　
いつか超てんちゃんもみんなの前でうたってみたいな～🎶　
あっそうだ。今度うたってみた配信やろうかな　
その時はみんな遊びに来てねっ✨","Went to a live at Shimokitazawa~ Maybe one day I'll be able to hold my own live show? Ooh, maybe I should do a live singing stream🎶 If I do, you'll all come and watch, right? ✨","去下北泽看Live啦～

超天酱也想在大家面前唱歌呢～🎶 

啊！对了。下次搞搞唱见直播好了，到时候你们要来玩哦！✨","시모키타자와에서 라이브를 보고 왔어~ 나도 언젠가 팬들 앞에서 노래를 부르고 싶어~🎶 아, 그렇지. 다음 방송에서는 직접 노래를 불러봐야겠다. 다들 놀러와✨","去下北澤看Live啦～
 
 哪天超天醬也在大家面前唱個歌吧～🎶 
 
 啊！對了。下次來玩歌唱直播吧？到時候你們要來玩喔！✨",,50,60,派手髪バンギャだらけで激ヤバ空間だったわ🥺　まぁわたしが他人のこと言えた立場じゃないケド。。。,there were so many vkei fangirls with crazy hair i was like holy shit😶 not that im one to talk but,满屋子都是乐队杀马特超级要命的好吗？？不过我也没资格说别人。。。,"엄청난 헤어스타일을 한 밴드 빠순이들 뿐이라 진짜 헐스러운 공간이어따🥺 뭐, 나도 이러쿵저러쿵 남 말할 처지는 못 되지만...",滿屋子都是把頭髮染得超誇張的女孩，超要命的！雖然我也沒資格說別人啦。。。,N/A,FALSE,FALSE
Tweet112,Odekake_simokita (Shimokitazawa),"古着屋みてきて新しい服買ったよ～👗　
あっ古着だから新しいは変か
次回の配信でお披露目するかも知れないから楽しみにしててね！","Thrifted some new clothes👗 Well, not NEW new since they're all secondhand, but y'know! Maybe I'll show you guys next stream? Like if I should!","逛古着店买了新衣服哦～👗
啊，古着店的新衣服这样讲好像有点怪 下次直播我可能会穿着这件亮相哦～大家期待吧！","빈티지 옷가게에서 새 옷을 사왔어~👗 아 빈티지니까 새 옷이라고 하면 이상한가? 다음 방송에서 입어볼까 생각 중이야, 기대해!","逛二手衣店買了新衣服喔～👗
啊，講二手衣店的新衣這樣好像有點奇怪 下次直播我可能會穿著這件亮相喔～敬請期待吧！",,75,60,下北沢の古着屋やっっっっっっっっっっす　布なんてこれくらいの値段で良いんだよな　今日はわたしの服ばっかり見てたから、次にピといったらピの服も選んであげよ,"the thrift shops at shimokitazawa are SO. FUCKING. CHEAP!!!!!!!!!!!!!!!! and it should be tbh its p much just fabric

spent the whole day looking at clothes for me so next time ill spend the day looking at clothes for p-chan!",下北泽的古着店也太太太太太太太太太太太便宜了吧。不过布的东西卖这种价位才算合理 今天光挑自己的衣服了，下次跟阿P来的话也帮阿P挑几件吧,"시모키타자와 빈티지 옷가게 가격 ㅈㄹ 싸아~~~ 옷감따위 이 정도 가격이면 딱이지. 오늘은 내 옷만 구경했지만, 담엔 P가 입을 옷도 골라 줘야지",下北澤的古著店也太太太太太便宜了吧。不過布做的東西賣這種價位才算合理。今天都顧著挑自己的衣服，下次跟阿P來的話也幫阿P挑幾件吧,,FALSE,FALSE
Tweet113,Odekake_sinjuku (Shinjuku),N/A,N/A,N/A,,N/A,N/A,0,0,今日はお金使わずピとデート　ここはどこでしょうー？　答えは都庁の屋上の景色でーす　タダって最高！！！,"guess how much money we spent on our date today? none!!!

guess where i took this pic? at the top of the tokyo metropolitan government building!! love to not spend money😊",今天跟阿P约不花钱的会 猜猜这里是哪里呢～？答案是东京都厅屋顶～ 不要钱的东西就是好呀！！！,오늘은 P와 무일푼 데이트 중이야~ 여기는 어딜까~? 답은 도청 옥상 스카이뷰야~ 공짜 최고!!!,今天跟阿P約不花錢的會，猜猜這裡是哪裡呢～？答案是東京都廳頂樓～ 免錢的就是讚呀！！！,,FALSE,FALSE
Tweet114,Odekake_toyosu (Toyosu),"今日は配信器具とか整理する棚を作ろうとショッピングモールでお買い物してきたよ　
ショッピングモールってゾンビがでたらって妄想してワクワクしちゃうよね😆✨","Wanted to buy a shelf for all of my streaming equipment so I went to my local shopping mall. Every time I go, I like to imagine what I would do if I were trapped in one during a zombie apocalypse😆✨",今天想说买点直播器材，再买个收纳架什么的，就去逛百货啦 我总是会幻想要是百货里有僵尸跑出来该怎么办呀？还有点小兴奋呢 大家会这样吗😆✨,오늘은 쇼핑몰에서 방송용 장비랑 정리 선반을 만들 재료를 사 왔어. 쇼핑몰에 가면 좀비가 나올지 모른다는 망상 때문인지 두근거려😆✨,今天想說買點直播要用的東西，後來又想弄個架子放，所以又去逛shopping mall啦!一想到要是百貨裡有僵屍跑出來我就有點興奮呢！ 大家會這樣嗎😆✨,,80,65,恋人とショッピングモール回るのってなんか好き　同棲感ハンパない　実際ゾンビに囲まれたらピを置いてさっさと逃げちゃうかも,"i love going to the mall with p-chan... feels kinda like we're already married

though tbh if a bunch of zombies appeared id probably run away by myself",我喜欢跟喜欢的人一起逛百货 太有同居的感觉了 不过真被僵尸围城的话我可能会丢下阿P自己溜,애인이랑 쇼핑몰 돌아다니는 거 뭔가 좋다. 동거하는 느낌이 풀풀 난다니까. 만약에 좀비 무리에게 둘러싸이면 P를 버리고 냅다 뛸 것 같지만,我喜歡跟喜歡的人一起逛百貨，太有同居的感覺了。不過真被僵屍圍城的話，我可能會丟下阿P自己逃命,N/A,FALSE,FALSE
Tweet115,Odekake_ueno (Ueno),"今日はおしのびでともだちと上野の動物園とか公園とか回ってきたよ～　
パンダとかぞうさんとかいっぱい見てきた！　
ぞうさんを……増産！！！🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐈🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘","Went incognito with a friend to Ueno! We visited the park and the zoo, and we saw the pandas and the elephants and lots of other animals!

I'm a huge ele-fan of elephants!!! 🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐈🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘","今天偷偷跟朋友去上野逛动物园和公园了～ 看了熊猫 看了大象 还有其他的小动物！
劲爆……大象部落！！！🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐈🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘",오늘은 친구랑 몰래 우에노 동물원과 공원에 다녀왔어~ 팬더랑 코끼리를 마음껏 보고 왔지! 코끼리... 또 보고 싶어!!!🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐈🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘,"今天偷偷跟朋友去上野逛動物園和公園了～ 看了熊貓 、大象 還有其他小動物！
生超多.............大象給大家！！！🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐈🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘🐘",,65,55,動物園も上野公園もめっちゃたのしかった～　どっちもカップルだらけだったけど、わたしみたいな美人と並べてピも鼻が高かったはず！　ず～っと腕組んでた気がする,"had a really good time at ueno zoo and ueno park! there were couples everywhere but no one as cute as me~ p-chan, i hope you know how lucky you are to have such a cute girlfriend like me hanging off your arm!",动物园和上野公园都好好玩～虽然两边都有大堆情侣 但是跟我这样的美女站在一起 阿P应该也很长脸吧！感觉今天挽胳膊挽了一整天～,동물원도 우에노 공원도 정말 즐거웠어~ 죄다 커플뿐이었는데 나처럼 예쁜 미인과 함께 있으니까 P도 으쓱해 하던데! 계속 팔짱 끼고 있었던 것 같아,動物園和上野公園都好好玩～雖然兩邊都有一大票情侶，但是跟我這樣的美女站在一起，阿P應該也很驕傲吧！感覺今天手勾手都沒放開過～,N/A,FALSE,FALSE
Tweet116,Odekake_ueno (Ueno),"上野で映画をみてきたよ～　
どんな映画かリプライで当ててみてね　
当たった人にはこっそり秘密の自撮りあげちゃうかも😇💗",Went to Ueno to watch a movie! Guess what it was in the replies👇 Whoever guesses it right might get a super secret and exclusive selfie from me😇💗,"我去上野看了电影哦～ 
大家在评论猜猜看是哪部电影吧 我可能会悄咪咪给答对的人掉落一些私密自拍哦😇💗",우에노에서 영화 보고 왔어~ 무슨 영화일까~요? 답멘으로 맞춰 봐~ 맞춘 사람에게는 선물로 비공개 셀카를 보내줄게😇💗,"我去上野看電影了喔～ 
大家猜猜看是哪部電影吧？ 我可能會偷偷給答對的人一些私密自拍喔😇💗",,70,40,昔からある上野のピンク映画館行ってきた。おじさんだらけで、あめちゃんとピがめっちゃ浮いてたけど、それはそれで体験として悪くなかったな。今夜は映画の真似したプレイしようかな💕,went to an old adult theater in ueno. p-chan and i were the only ones there that werent old men so we stood out like sore thumbs but it wasnt too bad. i wanna try out some of the stuff from the movie in bed tonight💕,去了上野那家老牌粉红电影院。里面全是老男人，糖糖和阿P显得好格格不入，不过这种经历也还蛮特别的。今天晚上就试试电影里的那种PLAY好啦💕,오랜 역사를 자랑하는 우에노 성인영화관에 다녀왔어. 아저씨들 뿐이라 나랑 P가 굉장히 눈에 띄었지만 이것도 나름 나쁘지 않은 경험이었어. 오늘 플레이는 영화랑 비슷하게 해 볼까나💕,去了上野那家老牌情色電影院。裡面全是老男人，糖糖和阿P顯得格格不入，不過這種經歷也還蠻特別。今天晚上就試試電影裡那種PLAY好啦💕,,FALSE,FALSE
Tweet117,Odekake_ueno (Ueno),N/A,N/A,N/A,,N/A,N/A,0,0,ボートと美少女って、めっちゃ絵になるんじゃない？？？　エロゲっぽい感じだよね。今日撮った写真ホントは超てん垢でめっちゃ貼りてぇっすわ,whoever thought to combine cute girls and boats was a genius. like who knew cute boat girls could be so sexy?? anyway speaking of cute boat girls i took some pics with boats today~ i really wish i could post them on kangels account lol,把船和美少女放在一起，不觉得美如画吗？？？一看就有黄油味。真的好想把今天拍的照片全传超天那边去,"보트와 미소녀라, 한 폭의 그림 같지 않아? 야겜의 한 장면 같다니까. 오늘 찍은 사진 초텐 계정에 올리고 싶어 죽겠어~~!!!",把船和美少女放在一起，不覺得美如畫嗎？？？看起來就有點色。真的好想把今天拍的照片全傳超天那邊去,,FALSE,FALSE
Tweet118,SelfHarm_crazy (Go Berserk),N/A,N/A,N/A,,N/A,N/A,0,0,あああああああああううううううううううううううオアアアアアアアアもう全部おわりおわりおわりおわりおわりあああああああああああああああああああああああああああああアアアア,aaaaaaaaaaaaaaaaaaaaaaaggghgjhHGKJSHDGIUAHEIGUHAOENIFUHNOAWIUDH FUCK EVERYTHING,aaaaaaaaa55555555555555哦哦哦啊啊啊啊啊啊啊全完了全完了全完了全完了全完了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊阿阿阿阿,"으라아가량나ㅣㅓㄷㅈㄹㅇ너ㅣ랑숭니아ㅓ기ㅏㄹㅇ니ㅓ 전부 끝이야, 끝이약 망했단ㅇ기ㅏㅓㅣㅁ니;ㅏㅜㄹㅇㄴㅁ;ㄹ대ㅑ누팬ㅇ",aaaaaaaaa55555555555555喔喔喔啊啊啊啊啊啊啊全完了全完了全完了全完了全完了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊阿阿阿阿,N/A,FALSE,FALSE
Tweet119,SelfHarm_crazy (Go Berserk),N/A,N/A,N/A,,N/A,N/A,0,0,なんでなんでなんでなんであめだけこんな目にあうの！　わたしはこんなに頑張っているのに　なんでなんで！　ピちゃんも見てるだけだしどうすればいいの！！　あああああああああ,why is this happening to me why whywhyw hy!!!!!!!!! i try so hard its not fair!!!! p-chan isnt doing shit right now either i dont know what the fuck to do AAAAHGKSDGHSHHHGHGGGGGGGGG,为什么为什么为什么为什么总是只有糖糖受苦！我明明这么努力 为什么 为什么！阿P还什么都不干就光看着，我该怎么办啊！！啊啊啊啊啊啊啊啊啊,"왜, 어째서, 뭣때문에 나만 이런 꼴을 당해야 하는데! 이렇게 열심히 노력하는데, 왜, 대체 왜!! P도 그저 지켜보기만 하고, 대체 어쩌라는 거야! 으아아아아ㅏㅏㅏㅏㅏ",為什麼為什麼為什麼為什麼總是只有糖糖受苦！我明明這麼努力 為什麼 為什麼！阿P還什麼都不幹就光看著，我該怎麼辦啊！！啊啊啊啊啊啊啊啊啊,N/A,FALSE,FALSE
Tweet120,SelfHarm_wristcut (Cut Wrists),"きょうは特になにもない一日だったよぉ～🥺　
いつも平和がいちばんだねっ💖","Nothing much happened today, but no news is good news, right? 💖","今天是平凡的一天～🥺
和平天下第一！💖",오늘은 특별한 일 없이 하루를 보냈어~🥺 역시 평온한 하루가 최고야💖,"今天很普通的一天～🥺
世界和平！💖",N/A,70,40,"死しか勝たん
",i crave death,和平天下第一，死是天,죽는 수밖에,一死百了,N/A,FALSE,FALSE
Tweet121,SelfHarm_wristcut (Cut Wrists),"なんで超てんちゃん毎日こんなに頑張っているのにヒドいこと言う人いるんだろ😢……　
普通にえらくない？あんまりアンチがたいへんだと手首切っちゃうかも……🥺🥺🥺🥺🥺",Why do so many people say such mean things to me... I'm doing my best out here... 😢 What are you trying to achieve? Are you trying to make me cut? Maybe I will if you keep sending me hate🥺🥺🥺🥺🥺,"为什么超天酱每天这么努力，却还是有人说那么过分的话呢😢……
我都有点佩服你们了耶？这些黑子要是太过分，我就去割腕给你们看……🥺🥺🥺🥺🥺",매일 열심히 노력하는데 어째서 심한 말을 하는 걸까...😢 이 정도면 잘 하는 거 아냐? 안티들이 너무 괴롭히면 자해할 것 같아...🥺🥺🥺🥺🥺,"為什麼超天醬每天這麼努力，卻還是有人說那麼過分的話呢😢……
你們還真厲害耶！這些黑粉要是太過分，我就去割腕……🥺🥺🥺🥺🥺",N/A,80,20,もう切ってんだよなぁ,i already do cut though lol,您好，已经在割了呢,진작에 몇 번 긋긴 했지만,已經在割了耶,N/A,FALSE,FALSE
Tweet122,SelfHarm_wristcut (Cut Wrists),N/A,N/A,N/A,,N/A,N/A,0,0,あー　生きてるって感じする……　このままだと腕がイカ焼きになっちゃうよ,i feel alive... my arms are gonna end up like baguettes if i keep doing it though,啊～有活着的感觉……不过放着不管的话手会变得像烤乌贼那样的,"아, 살아있는 느낌이야... 하지만 이대로 가다간 손목이 칼집을 낸 오징어가 되겠어",啊～有活著的感覺……但放著不管的話，手會變得像烤魷魚那樣,N/A,FALSE,FALSE
