Category,Id,ParentId (more info),Speaker/Action (in blue),Stress,Affection,Darkness,BodyCn,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_DrugHolic001,Event_DrugHolic (First Part),ame,,,,啊～不行了 不行不行不行不行,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_DrugHolic002,Event_DrugHolic (First Part),ame,,,,无论思考什么，满脑袋都只有一个“死”字,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_DrugHolic003,Event_DrugHolic (First Part),ame,,,,阿P，我该怎么办啊？,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_DrugHolic003_Option001,Event_DrugHolic (Option1),pi,,,,吃点药吧,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_DrugHolic004,Event_DrugHolic (Option1;end),ame,-1,,,嗯，谢谢……我会去吃的,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_DrugHolic003_Option002,Event_DrugHolic (Option2),pi,,,,拿出气势支棱起来！！！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_DrugHolic006,Event_DrugHolic (Option2),ame,,,,啊呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_DrugHolic007,Event_DrugHolic (Option2),ame,,,,害怕害怕害怕…………！！！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_DrugHolic008,Event_DrugHolic (Option2;end),ame,-1,,,……呃，这样跟你闹一下居然真的有感觉好点了,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_DrugHolic009,Event_DrugHolic,ame,,,,谢谢,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_Jisatumisui001,Event_Jisatumisui (First Part),ame,,,,不行了 我现在就想立刻马上消失,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_Jisatumisui002,Event_Jisatumisui (First Part),ame,,,,阿P 我们一起去买炭吧……,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_Jisatumisui002_Option001,Event_Jisatumisui (Option1),pi,,,,等超市打折的时候再去好了,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_Jisatumisui003,Event_Jisatumisui (Option1;end),ame,-1,,,……你为什么要在这种时候突然这么现实啊！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_Jisatumisui002_Option002,Event_Jisatumisui (Option2),pi,,,,走之前顺便刮个奖？,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_Jisatumisui004,Event_Jisatumisui (Option2),ame,,,,对 然后我们将一发入魂,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_Jisatumisui005,Event_Jisatumisui (Option2;end),ame,-1,,,中它个头奖 接着吃喝玩乐度过余生,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_Jisatumisui002_Option003,Event_Jisatumisui (Option3),pi,,,,好,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_Jisatumisui006,Event_Jisatumisui (Option3),ame,,,,……谢谢你 阿P 我们来世也要在一起哦,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_Jisatumisui007,Event_Jisatumisui (Option3),ame,,,,啊哈哈！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,Event_Jisatumisui008,Event_Jisatumisui (Option3),ame,,,,就连我都能跟恋人死在一起 真好,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 61+,,Event_Jisatumisui (Option3;end),Ending: Blazing Hell,,,,,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Flower_JINE001,Event_Flower (First Part),ame,,,,阿P，看！我买了小发发,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Flower_JINE001_Option001,Event_Flower (Option1),pi,,,,真好看，跟糖糖好像,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Flower_JINE002,Event_Flower (Option1),ame,,,,对吧！我不在的时候，你就把小花花当成糖糖，好好疼爱它吧！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Flower_JINE003,Event_Flower (Option1;end),ame,-1,,,不行，仔细想想还是我更可爱，那你只准疼爱我,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Flower_JINE001_Option002,Event_Flower (Option2),pi,,,,又买这些没用的～,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Flower_JINE004,Event_Flower (Option2;end),ame,1,,,呃……不过在家里摆个花也确实没啥意义，阿P说的也有道理,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Flower_JINE001_Option003,Event_Flower (Option3),pi,,,,不错,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Flower_JINE005,Event_Flower (Option3),ame,,,,什么不错？你有在认真回答吗？？？,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Flower_JINE006,Event_Flower (Option3),ame,,,,确实，一朵花而已，有什么好的,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Flower_JINE007,Event_Flower (Option3;end),ame,-1,,,总觉得什么都无所谓了,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Advice_JINE001,Event_Advice (First Part),ame,,,,我正在想下次搞什么企划呢～阿P帮帮我 出出主意,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Advice_JINE001_Option001,Event_Advice (Option1),pi,,,,比如一直打游戏到通关？,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Advice_JINE002,Event_Advice (Option1;end),ame,-1,,,那就这么办吧（超听话）,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Advice_JINE001_Option002,Event_Advice (Option2),pi,,,,比如收集观众的提问，然后录一期回答？,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Advice_JINE003,Event_Advice (Option2;end),ame,-1,,,我才不想收集宅宅的提问咧～～～今天直播咕了,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Advice_JINE001_Option003,Event_Advice (Option3),pi,,,,比如坐在超他妈大的乌龟背上绕新宿一圈？,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Advice_JINE004,Event_Advice (Option3;end),ame,-1,,,果然只有这个了，咱俩一起去买乌龟吧！！！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Cheerup_JINE001,Event_Cheerup (First Part),ame,,,,我今后也会努力加油的，你要支持我哦 还有阿P你自己也要加油哦！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Cheerup_JINE001_Option001,Event_Cheerup (Option1),pi,,,,哇 说的话跟偶像一样 好恶心哦,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Cheerup_JINE002,Event_Cheerup (Option1;end),ame,-1,,,是哦 我怎么会说这样的话呢 我又没有很想努力……,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Cheerup_JINE001_Option002,Event_Cheerup (Option2),pi,,,,为什么连我也要加油啊？,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Cheerup_JINE003,Event_Cheerup (Option2;end),ame,-1,,,确、确实……阿P还是在我身边保持阿P的样子最好了～；；,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Amecalling_Kawaii_JINE001,Event_Amecalling_Kawaii (First Part;end),ame,-1,,,啊不小心按错了，抱歉,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Darkness 0-39,Event_Amecalling_Kawaii_JINE002,Event_Amecalling_Kawaii,ame,,,,你为什么不接！！！是不是出轨？是不是出轨？你就是出轨了对吧？？嗯虽然我只是不小心按错了,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_LoveJINE_JINE001,Event_LoveJINE (First Part),ame,,,,阿P 我最喜欢你了,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_LoveJINE_JINE001_Option001,Event_LoveJINE (Option1),pi,,,,我也最喜欢你了,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_LoveJINE_JINE002,Event_LoveJINE (Option1),ame,,,,嘿嘿 那今天肯定要做点爱做的事了吧？？？,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,,Event_LoveJINE (Option1;end),***,-12,15,-6,,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_LoveJINE_JINE001_Option002,Event_LoveJINE (Option2),pi,,,,我一般吧,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_LoveJINE_JINE003,Event_LoveJINE (Option2;end),ame,2,,,诶诶诶诶诶诶诶诶诶诶QAQAQ,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_LoveJINE_JINE001_Option003,Event_LoveJINE (Option3),pi,,,,是这样吗～,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_LoveJINE_JINE004,Event_LoveJINE (Option3;end),ame,-1,,,是这样哦，所以你可要好好给我记住,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Hemp_JINE001,Event_Hemp (First Part;end),ame,,,,今天想换换口味 好好平复一下心情 咱俩来一起做点酥糊的事情吧,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Gameholic_JINE001,Event_Gameholic (First Part),ame,,,,想打游戏！想打游戏！想打游戏！想打游戏！……我今天除了打游戏什么都不想干！！！你要是不陪我打游戏我就死给你看！！！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,,Event_Gameholic (First Part;end),Play Game,-4,2,,,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Antherline_JINE001,Event_Antherline (First Part),ame,,,,你看～咱俩感情这么好～,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Antherline_JINE002,Event_Antherline (First Part),ame,,,,开个情侣号直播秀恩爱，你觉得怎么样？！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Antherline_JINE003,Event_Antherline (First Part;end),ame,-1,,,……开玩笑的，只是设想了一下这种未来也可以有！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_MentalCare_JINE001,Event_MentalCare (First Part),ame,,,,我最近是不是好拼？是不是好拼啊？允许你摸摸我的头哦,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,,Event_MentalCare (First Part),pat,,,,,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_MentalCare_JINE002,Event_MentalCare (First Part),ame,,,,嘿嘿,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Manicure_JINE001,Event_Manicure (First Part),ame,,,,哎，你觉得我下次美甲做什么颜色好呢？,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Manicure_JINE001_Option1,Event_Manicure (Option1),pi,,,,天蓝色,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Manicure_JINE001_Option2,Event_Manicure (Option2),pi,,,,紫色,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Manicure_JINE001_Option3,Event_Manicure (Option3),pi,,,,七彩色,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Manicure_JINE001_Option4,Event_Manicure (Option4),pi,,,,黑色,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,,Event_Manicure (Second Part;end),Tweet: Nail Color,,,,,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Choroin001,Event_Choroin (First Part),ame,,,,那些动画男主角都很喜欢摸摸女主角的头，,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Choroin002,Event_Choroin (First Part),ame,,,,然后被摸的女孩子就会马上“诶嘿嘿……///”的对吧？,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Choroin003,Event_Choroin (First Part),ame,,,,我每次看到这种桥段都会担心，担心死宅会误以为女人是种一摸头就开心的单纯生物！！！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,,Event_Choroin (First Part),pat,,,,,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Choroin004,Event_Choroin (First Part;end),ame,-1,,,诶……爱你,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_DateHolic001,Event_DateHolic (First Part),ame,,,,啊————天天应付阿宅太掉san了！！！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_DateHolic002,Event_DateHolic (First Part),ame,,,,我今天必须忘掉网上那群傻逼，跟阿P两人出门玩个痛快～～～～～～别的啥都不干了，叭好意西惹,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,,Event_DateHolic (First Part;end),Go Out,-10,6,?,,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Okusan001,Event_Okusan (First Part),ame,,,,说到笨蛋情侣，就不得不提那个段子了,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Okusan002,Event_Okusan (First Part),ame,,,,“欢迎回家，你要先吃饭？”“还是先洗澡？”“还是……先，吃，我，呢？”,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Okusan002_Option1,Event_Okusan (Option1),pi,,,,吃饭,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Okusan004,Event_Okusan (Option1),ame,,,,欧克！！！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Okusan005,Event_Okusan (Option1),ame,,,,好，那咱们向着美味的大餐……冲吧！！！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,,Event_Okusan (Option1;end),Go Out,-10,6,?,,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Okusan002_Option2,Event_Okusan (Option2),pi,,,,洗澡,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Okusan007,Event_Okusan (Option2),ame,,,,洗澡水正好刚烧好呢,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Okusan008,Event_Okusan (Option2),ame,,,,我们今天一起久违地共浴吧？,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,,Event_Okusan (Option2;end),Cuddle,-6,4,,,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Okusan002_Option3,Event_Okusan (Option3),pi,,,,先，吃，你,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Okusan010,Event_Okusan (Option3),ame,,,,呀～！！！阿P好射射哦！！！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,Event_Okusan011,Event_Okusan (Option3),ame,,,,当然人家是不介意的啦～……,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 61+,,Event_Okusan (Option3;end),***,-12,15,-6,,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 0-19,Event_Doubt_JINE001,Event_Doubt (First Part),ame,,,,我们真的是情侣吧？你不觉得我们完全没有在一起的必要吗？会有这种感觉只是我想多了吗？我们当初是为什么在一起了来着……,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 0-19,Event_Doubt_JINE002,Event_Doubt (First Part;end),ame,1,,,就今天一次，难得像以前那样，来一下……,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 0-19,Event_Singlebed_JINE1,Event_Singlebed (First Part),ame,,,,感觉最近没什么心情，要不这段时间分房睡吧……,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 0-19,Event_Singlebed_JINE2,Event_Singlebed (First Part;end),ame,1,,,对不起哦,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 0-19,Event_Suggest_JINE001,Event_Suggest (First Part),ame,,,,我们两个，再这样下去的话……,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 0-19,Event_Suggest_JINE002,Event_Suggest (First Part),ame,,,,没有，没什么,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Affection 0-19,Event_Suggest_JINE003,Event_Suggest (First Part;end),ame,1,,,当我没说吧,,,,,,,,,,,,,,,,,,,,,,
"Random Noon Event: 
Not streamed for at least 5 days",HaishinSiyou,Event_HaishinSiyou (First Part;end),ame,,,,呃，我可是个主播诶？老是不上播，我怕自己会被大家给忘了……,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Dox_JINE001,Event_Dox (First Part),ame,,,,我现在名气这么大了，是不是哪天素颜上街约会都会被认出来？？？想想好恐怖啊？？？,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Dox_JINE002,Event_Dox (First Part),ame,,,,可是……我还是想跟阿P出去约会,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Dox_JINE003,Event_Dox (First Part;end),ame,-1,,,555～～～真的好怕被他们发现我有对象；；,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Copyceleb_JINE001,Event_Copyceleb (First Part),ame,,,,机会这么难得，要不整点富婆快乐活吧,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Copyceleb_JINE002,Event_Copyceleb (First Part),ame,,,,说不定还能用作下次的企划哦！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Copyceleb_JINE002_Option001,Event_Copyceleb (Option1),pi,,,,买头老虎在大街上放生,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Copyceleb_JINE003,Event_Copyceleb (Option1),ame,,,,好像买一头就要几百万哦……,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Copyceleb_JINE004,Event_Copyceleb (Option1;end),ame,-1,,,算了，下单了！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Copyceleb_JINE002_Option002,Event_Copyceleb (Option2),pi,,,,无所谓，不管你是不是富婆我都爱你,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Copyceleb_JINE005,Event_Copyceleb (Option2),ame,,,,我也爱你,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Copyceleb_JINE006,Event_Copyceleb (Option2;end),ame,-2,,,喜欢！！！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Copyceleb_JINE002_Option003,Event_Copyceleb (Option3),pi,,,,要不把整个筑地买下来吧,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Copyceleb_JINE007,Event_Copyceleb (Option3),ame,,,,确实，如果把筑地区买下来天天逛海鲜市场肯定爽飞,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Copyceleb_JINE008,Event_Copyceleb (Option3;end),ame,-1,,,阿P真聪明,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Menherafriend_JINE001,Event_Menherafriend (First Part),ame,,,,有个女孩发私信找我谈人生，我该怎么办呐,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Menherafriend_JINE002,Event_Menherafriend (First Part),ame,,,,「超天酱你好，我是一名高中生。之前因为精神疾病而住院了一段时间，现在跟不上学习进度，班上还没决定好志愿的人也只剩我一个了。平时看着同学们为了各自的前程努力奋斗的样子，心里总是非常地焦虑。请你告诉我，我到底应该怎么办才好呢？」,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Menherafriend_JINE002_Option001,Event_Menherafriend (Option1),pi,,,,认真,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Menherafriend_JINE003,Event_Menherafriend (Option1;end),ame,-1,,,「这种事情，光着急是没有用的。总而言之，你现在应该先休养好自己。等恢复好了，再跟父母慢慢商量吧！放心。人生是不会因为不上学就完蛋的！未来就掌握在我们的手中！！！」↑发了这些过去。,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Menherafriend_JINE002_Option002,Event_Menherafriend (Option2),pi,,,,耍宝,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Menherafriend_JINE004,Event_Menherafriend (Option2;end),ame,-1,,,「上什么学啊来当主播啊！！！！！」↑发了这句过去。,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Menherafriend_JINE002_Option003,Event_Menherafriend (Option3),pi,,,,无视,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_Menherafriend_JINE005,Event_Menherafriend (Option3;end),ame,,,,直接无视好了！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_JINE001,Event_MailInterview (First Part),ame,,,,采访邮件发过来了！阿P快来跟我一起想想啊！ 问题1：你为什么会成为一名主播呢？,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_JINE001_Option001,Event_MailInterview (Option1),pi,,,,认真回答,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_Kiji001,Event_MailInterview (Option1),ame,,,,因为我作为当代互联网小天使，很想向大家播撒笑容。,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_JINE001_Option002,Event_MailInterview (Option2),pi,,,,耍宝,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_Kiji002,Event_MailInterview (Option2),ame,,,,天使做直播需要理由吗？,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_JINE001_Option003,Event_MailInterview (Option3),pi,,,,犯病,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_Kiji003,Event_MailInterview (Option3),ame,,,,你是在说我不配当主播吗？,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_JINE002,Event_MailInterview (Second Part),ame,,,,问题2：你在直播的时候对哪方面最用心呢？,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_JINE002_Option001,Event_MailInterview (2ndOption1),pi,,,,认真回答,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_Kiji004,Event_MailInterview (2ndOption1),ame,,,,我的原则是，不伤害任何人，并为世间尤其是阿宅们献上治愈,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_JINE002_Option002,Event_MailInterview (2ndOption2),pi,,,,耍宝,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_Kiji005,Event_MailInterview (2ndOption2),ame,,,,心……是啥？,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_JINE002_Option003,Event_MailInterview (2ndOption3),pi,,,,犯病,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_Kiji006,Event_MailInterview (2ndOption3),ame,,,,我这么人渣的一个人，所能想到的唯有努力不让大家感到不愉快罢了,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_JINE003,Event_MailInterview (Third Part),ame,,,,问题3：你的颜值为什么这么高呢？,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_JINE003_Option001,Event_MailInterview (3rdOption1),pi,,,,认真回答,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_Kiji007,Event_MailInterview (3rdOption1),ame,,,,我可是为此付出了很多心力的哦。我不仅天生丽质，而且还每天都有在用心维护自己超高的颜值。,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_JINE003_Option002,Event_MailInterview (3rdOption2),pi,,,,耍宝,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_Kiji008,Event_MailInterview (3rdOption2),ame,,,,为什么呢～人家觉得自己这么美已经是一种罪过了耶。,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_JINE003_Option003,Event_MailInterview (3rdOption3),pi,,,,犯病,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_Kiji009,Event_MailInterview (3rdOption3),ame,,,,你的意思是我只有颜值一个优点吗？,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_JINE004,Event_MailInterview (Fourth Part),ame,,,,问题4：请谈谈你对未来的展望。,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_JINE004_Option001,Event_MailInterview (4thOption1),pi,,,,认真回答,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_Kiji010,Event_MailInterview (4thOption1),ame,,,,我想以主播的身份前往更高的境界！目标是成为日本……不，是成为全世界第一的天使！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_JINE004_Option002,Event_MailInterview (4thOption2),pi,,,,耍宝,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_Kiji011,Event_MailInterview (4thOption2),ame,,,,不如就争取当个不会再被人采访这种无聊问题的大明星吧？,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_JINE004_Option003,Event_MailInterview (4thOption3),pi,,,,犯病,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_Kiji012,Event_MailInterview (4thOption3),ame,,,,如果可以的话，我想活完今天就结束……,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 500k+,Event_MailInterbiew_JINE005,Event_MailInterview (Fifth Part;end),ame,-1,,,结束了！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 1-99999,Event_Urge_JINE001,Event_Urge (First Part;end),ame,-1,,,现在粉丝还太少了，继续努力！今天来上播吧,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 1-99999,Event_Approval_JINE001,Event_Approval (First Part),ame,,,,想要更多粉丝更多评论更多钱！！！,,,,,,,,,,,,,,,,,,,,,,
Random Noon Event: Followers 1-99999,Event_Approval_JINE002,Event_Approval (First Part;end),ame,-1,,,网络世界的各位，走过路过多看我一眼啊！！！,,,,,,,,,,,,,,,,,,,,,,
